strategy,scenario,municipalities,capacity_margin
Spectrum Integration,Scenario 1 (30 Mbps),Vlissingen,-4020.200904
Hybrid,Scenario 2 (100 Mbps),Vlissingen,29256.84688
Small Cells,Scenario 2 (100 Mbps),Vlissingen,28981.04816
Spectrum Integration,Scenario 2 (100 Mbps),Vlissingen,-25344.50884
Hybrid,Scenario 3 (300 Mbps),Vlissingen,24360.18579
Small Cells,Scenario 3 (300 Mbps),Vlissingen,24154.97333
Spectrum Integration,Scenario 3 (300 Mbps),Vlissingen,-86824.89604
Hybrid,Scenario 1 (30 Mbps),Voerendaal,34878.32441
Small Cells,Scenario 1 (30 Mbps),Voerendaal,34532.22406
Spectrum Integration,Scenario 1 (30 Mbps),Voerendaal,-1409.002608
Hybrid,Scenario 2 (100 Mbps),Voerendaal,30794.96057
Small Cells,Scenario 2 (100 Mbps),Voerendaal,30432.63676
Spectrum Integration,Scenario 2 (100 Mbps),Voerendaal,-7760.324394
Hybrid,Scenario 3 (300 Mbps),Voerendaal,12601.97417
Small Cells,Scenario 3 (300 Mbps),Voerendaal,12239.65036
Spectrum Integration,Scenario 3 (300 Mbps),Voerendaal,-25953.31079
Hybrid,Scenario 1 (30 Mbps),Voorschoten,12829.55837
Small Cells,Scenario 1 (30 Mbps),Voorschoten,12220.70811
Spectrum Integration,Scenario 1 (30 Mbps),Voorschoten,-2091.217548
Hybrid,Scenario 2 (100 Mbps),Voorschoten,4395.486772
Small Cells,Scenario 2 (100 Mbps),Voorschoten,4272.530068
Spectrum Integration,Scenario 2 (100 Mbps),Voorschoten,-12191.07011
Hybrid,Scenario 3 (300 Mbps),Voorschoten,696.8539064
Small Cells,Scenario 3 (300 Mbps),Voorschoten,674.0841464
Spectrum Integration,Scenario 3 (300 Mbps),Voorschoten,-41047.79171
Hybrid,Scenario 1 (30 Mbps),Voorst,16190.88038
Small Cells,Scenario 1 (30 Mbps),Voorst,15866.4113
Spectrum Integration,Scenario 1 (30 Mbps),Voorst,-1117.21968
Hybrid,Scenario 2 (100 Mbps),Voorst,139326.057
Small Cells,Scenario 2 (100 Mbps),Voorst,138046.1118
Spectrum Integration,Scenario 2 (100 Mbps),Voorst,-11552.82907
Hybrid,Scenario 3 (300 Mbps),Voorst,118540.5489
Small Cells,Scenario 3 (300 Mbps),Voorst,117579.3804
Spectrum Integration,Scenario 3 (300 Mbps),Voorst,-44098.78747
Hybrid,Scenario 1 (30 Mbps),Vught,25797.25688
Small Cells,Scenario 1 (30 Mbps),Vught,25364.63144
Spectrum Integration,Scenario 1 (30 Mbps),Vught,-2253.80184
Hybrid,Scenario 2 (100 Mbps),Vught,20491.40891
Small Cells,Scenario 2 (100 Mbps),Vught,20031.45975
Spectrum Integration,Scenario 2 (100 Mbps),Vught,-11379.36845
Hybrid,Scenario 3 (300 Mbps),Vught,6520.760124
Small Cells,Scenario 3 (300 Mbps),Vught,6390.972492
Spectrum Integration,Scenario 3 (300 Mbps),Vught,-37530.48365
Hybrid,Scenario 1 (30 Mbps),Waalre,30020.63746
Small Cells,Scenario 1 (30 Mbps),Waalre,29666.56769
Spectrum Integration,Scenario 1 (30 Mbps),Waalre,-1611.407472
Hybrid,Scenario 2 (100 Mbps),Waalre,23213.98391
Small Cells,Scenario 2 (100 Mbps),Waalre,22859.91414
Spectrum Integration,Scenario 2 (100 Mbps),Waalre,-8418.061032
Hybrid,Scenario 3 (300 Mbps),Waalre,7630.550275
Small Cells,Scenario 3 (300 Mbps),Waalre,7381.221403
Spectrum Integration,Scenario 3 (300 Mbps),Waalre,-27865.64263
Hybrid,Scenario 1 (30 Mbps),Waalwijk,57702.07717
Small Cells,Scenario 1 (30 Mbps),Waalwijk,56561.79798
Spectrum Integration,Scenario 1 (30 Mbps),Waalwijk,-3771.519591
Hybrid,Scenario 2 (100 Mbps),Waalwijk,55161.37343
Small Cells,Scenario 2 (100 Mbps),Waalwijk,54612.4799
Spectrum Integration,Scenario 2 (100 Mbps),Waalwijk,-22892.58798
Hybrid,Scenario 3 (300 Mbps),Waalwijk,33033.18106
Small Cells,Scenario 3 (300 Mbps),Waalwijk,32543.48891
Spectrum Integration,Scenario 3 (300 Mbps),Waalwijk,-77814.52638
Hybrid,Scenario 1 (30 Mbps),Waddinxveen,31551.23687
Small Cells,Scenario 1 (30 Mbps),Waddinxveen,30984.36201
Spectrum Integration,Scenario 1 (30 Mbps),Waddinxveen,-2587.498416
Hybrid,Scenario 2 (100 Mbps),Waddinxveen,22186.16808
Small Cells,Scenario 2 (100 Mbps),Waddinxveen,21755.81962
Spectrum Integration,Scenario 2 (100 Mbps),Waddinxveen,-13498.14754
Hybrid,Scenario 3 (300 Mbps),Waddinxveen,6062.628986
Small Cells,Scenario 3 (300 Mbps),Waddinxveen,5864.532074
Spectrum Integration,Scenario 3 (300 Mbps),Waddinxveen,-44671.43074
Hybrid,Scenario 1 (30 Mbps),Wageningen,28076.52524
Small Cells,Scenario 1 (30 Mbps),Wageningen,27193.57343
Spectrum Integration,Scenario 1 (30 Mbps),Wageningen,-3794.252112
Hybrid,Scenario 2 (100 Mbps),Wageningen,23613.09926
Small Cells,Scenario 2 (100 Mbps),Wageningen,23276.96068
Spectrum Integration,Scenario 2 (100 Mbps),Wageningen,-21708.05351
Hybrid,Scenario 3 (300 Mbps),Wageningen,11542.03376
Small Cells,Scenario 3 (300 Mbps),Wageningen,11328.85188
Spectrum Integration,Scenario 3 (300 Mbps),Wageningen,-73044.03911
Hybrid,Scenario 1 (30 Mbps),Wassenaar,44852.43973
Small Cells,Scenario 1 (30 Mbps),Wassenaar,44119.58527
Spectrum Integration,Scenario 1 (30 Mbps),Wassenaar,-2416.578363
Hybrid,Scenario 2 (100 Mbps),Wassenaar,46868.3317
Small Cells,Scenario 2 (100 Mbps),Wassenaar,46423.89445
Spectrum Integration,Scenario 2 (100 Mbps),Wassenaar,-14841.74766
Hybrid,Scenario 3 (300 Mbps),Wassenaar,27987.5797
Small Cells,Scenario 3 (300 Mbps),Wassenaar,27543.14245
Spectrum Integration,Scenario 3 (300 Mbps),Wassenaar,-50610.58926
Hybrid,Scenario 1 (30 Mbps),Waterland,-2216.20809
Small Cells,Scenario 1 (30 Mbps),Waterland,-2558.93463
Spectrum Integration,Scenario 1 (30 Mbps),Waterland,-2216.20809
Hybrid,Scenario 2 (100 Mbps),Waterland,636.8552268
Small Cells,Scenario 2 (100 Mbps),Waterland,212.1575508
Spectrum Integration,Scenario 2 (100 Mbps),Waterland,-10822.30067
Hybrid,Scenario 3 (300 Mbps),Waterland,-24186.18397
Small Cells,Scenario 3 (300 Mbps),Waterland,-24610.88165
Spectrum Integration,Scenario 3 (300 Mbps),Waterland,-35645.33987
Hybrid,Scenario 1 (30 Mbps),Weert,121918.0508
Small Cells,Scenario 1 (30 Mbps),Weert,120803.135
Spectrum Integration,Scenario 1 (30 Mbps),Weert,-4013.297859
Hybrid,Scenario 2 (100 Mbps),Weert,103595.1812
Small Cells,Scenario 2 (100 Mbps),Weert,102663.471
Spectrum Integration,Scenario 2 (100 Mbps),Weert,-22964.2489
Hybrid,Scenario 3 (300 Mbps),Weert,63254.03511
Small Cells,Scenario 3 (300 Mbps),Weert,62477.15936
Spectrum Integration,Scenario 3 (300 Mbps),Weert,-77109.8233
Hybrid,Scenario 1 (30 Mbps),Weesp,27163.84937
Small Cells,Scenario 1 (30 Mbps),Weesp,26805.22565
Spectrum Integration,Scenario 1 (30 Mbps),Weesp,-1722.7728
Hybrid,Scenario 2 (100 Mbps),Weesp,20058.15749
Small Cells,Scenario 2 (100 Mbps),Weesp,19699.53377
Spectrum Integration,Scenario 2 (100 Mbps),Weesp,-8828.46468
Hybrid,Scenario 3 (300 Mbps),Weesp,5888.415509
Small Cells,Scenario 3 (300 Mbps),Weesp,5696.011037
Spectrum Integration,Scenario 3 (300 Mbps),Weesp,-29130.44148
Hybrid,Scenario 1 (30 Mbps),Werkendam,24768.28368
Small Cells,Scenario 1 (30 Mbps),Werkendam,24576.73308
Spectrum Integration,Scenario 1 (30 Mbps),Werkendam,-59.887434
Hybrid,Scenario 2 (100 Mbps),Werkendam,141980.5059
Small Cells,Scenario 2 (100 Mbps),Werkendam,140904.3501
Spectrum Integration,Scenario 2 (100 Mbps),Werkendam,-6511.056018
Hybrid,Scenario 3 (300 Mbps),Werkendam,121021.1523
Small Cells,Scenario 3 (300 Mbps),Werkendam,119944.9965
Spectrum Integration,Scenario 3 (300 Mbps),Werkendam,-27470.40962
Hybrid,Scenario 1 (30 Mbps),West Maas en Waal,20635.28156
Small Cells,Scenario 1 (30 Mbps),West Maas en Waal,20462.94294
Spectrum Integration,Scenario 1 (30 Mbps),West Maas en Waal,-253.804719
Hybrid,Scenario 2 (100 Mbps),West Maas en Waal,93337.29232
Small Cells,Scenario 2 (100 Mbps),West Maas en Waal,92609.08693
Spectrum Integration,Scenario 2 (100 Mbps),West Maas en Waal,-5259.194913
Hybrid,Scenario 3 (300 Mbps),West Maas en Waal,77447.98672
Small Cells,Scenario 3 (300 Mbps),West Maas en Waal,76719.78133
Spectrum Integration,Scenario 3 (300 Mbps),West Maas en Waal,-21148.50051
Hybrid,Scenario 1 (30 Mbps),Westerveld,-977.98905
Small Cells,Scenario 1 (30 Mbps),Westerveld,-1739.59587
Spectrum Integration,Scenario 1 (30 Mbps),Westerveld,-977.98905
Hybrid,Scenario 2 (100 Mbps),Westerveld,-9932.85483
Small Cells,Scenario 2 (100 Mbps),Westerveld,-10694.46165
Spectrum Integration,Scenario 2 (100 Mbps),Westerveld,-9932.85483
Hybrid,Scenario 3 (300 Mbps),Westerveld,-35518.18563
Small Cells,Scenario 3 (300 Mbps),Westerveld,-36279.79245
Spectrum Integration,Scenario 3 (300 Mbps),Westerveld,-35518.18563
Hybrid,Scenario 1 (30 Mbps),Westervoort,8012.498224
Small Cells,Scenario 1 (30 Mbps),Westervoort,7659.705184
Spectrum Integration,Scenario 1 (30 Mbps),Westervoort,-1536.79836
Hybrid,Scenario 2 (100 Mbps),Westervoort,3716.334916
Small Cells,Scenario 2 (100 Mbps),Westervoort,3568.331476
Spectrum Integration,Scenario 2 (100 Mbps),Westervoort,-8151.33216
Hybrid,Scenario 3 (300 Mbps),Westervoort,0
Small Cells,Scenario 3 (300 Mbps),Westervoort,0
Spectrum Integration,Scenario 3 (300 Mbps),Westervoort,-27050.00016
Hybrid,Scenario 1 (30 Mbps),Westland,87902.96566
Small Cells,Scenario 1 (30 Mbps),Westland,85478.19088
Spectrum Integration,Scenario 1 (30 Mbps),Westland,-12006.54985
Hybrid,Scenario 2 (100 Mbps),Westland,45686.62686
Small Cells,Scenario 2 (100 Mbps),Westland,44049.48112
Spectrum Integration,Scenario 2 (100 Mbps),Westland,-61658.99857
Hybrid,Scenario 3 (300 Mbps),Westland,2438.988672
Small Cells,Scenario 3 (300 Mbps),Westland,2359.294512
Spectrum Integration,Scenario 3 (300 Mbps),Westland,-203523.1378
Hybrid,Scenario 1 (30 Mbps),Weststellingwerf,-2458.17081
Small Cells,Scenario 1 (30 Mbps),Weststellingwerf,-3298.91643
Spectrum Integration,Scenario 1 (30 Mbps),Weststellingwerf,-2458.17081
Hybrid,Scenario 2 (100 Mbps),Weststellingwerf,-15560.17623
Small Cells,Scenario 2 (100 Mbps),Weststellingwerf,-16400.92185
Spectrum Integration,Scenario 2 (100 Mbps),Weststellingwerf,-15560.17623
Hybrid,Scenario 3 (300 Mbps),Weststellingwerf,-52994.47743
Small Cells,Scenario 3 (300 Mbps),Weststellingwerf,-53835.22305
Spectrum Integration,Scenario 3 (300 Mbps),Weststellingwerf,-52994.47743
Hybrid,Scenario 1 (30 Mbps),Westvoorne,61931.80993
Small Cells,Scenario 1 (30 Mbps),Westvoorne,61556.10889
Spectrum Integration,Scenario 1 (30 Mbps),Westvoorne,-1093.54752
Hybrid,Scenario 2 (100 Mbps),Westvoorne,62924.40262
Small Cells,Scenario 2 (100 Mbps),Westvoorne,62498.32349
Spectrum Integration,Scenario 2 (100 Mbps),Westvoorne,-7143.561066
Hybrid,Scenario 3 (300 Mbps),Westvoorne,45494.71223
Small Cells,Scenario 3 (300 Mbps),Westvoorne,45068.6331
Spectrum Integration,Scenario 3 (300 Mbps),Westvoorne,-24573.25147
Hybrid,Scenario 1 (30 Mbps),Wierden,75045.52099
Small Cells,Scenario 1 (30 Mbps),Wierden,74519.96647
Spectrum Integration,Scenario 1 (30 Mbps),Wierden,-1587.584097
Hybrid,Scenario 2 (100 Mbps),Wierden,102771.6297
Small Cells,Scenario 2 (100 Mbps),Wierden,101978.8151
Spectrum Integration,Scenario 2 (100 Mbps),Wierden,-11223.09832
Hybrid,Scenario 3 (300 Mbps),Wierden,74477.98887
Small Cells,Scenario 3 (300 Mbps),Wierden,73685.17428
Spectrum Integration,Scenario 3 (300 Mbps),Wierden,-39516.73912
Hybrid,Scenario 1 (30 Mbps),Wijchen,44319.33187
Small Cells,Scenario 1 (30 Mbps),Wijchen,43150.48231
Spectrum Integration,Scenario 1 (30 Mbps),Wijchen,-3546.517257
Hybrid,Scenario 2 (100 Mbps),Wijchen,66896.7213
Small Cells,Scenario 2 (100 Mbps),Wijchen,66388.81334
Spectrum Integration,Scenario 2 (100 Mbps),Wijchen,-23213.82351
Hybrid,Scenario 3 (300 Mbps),Wijchen,51794.7549
Small Cells,Scenario 3 (300 Mbps),Wijchen,51286.84694
Spectrum Integration,Scenario 3 (300 Mbps),Wijchen,-80147.77071
Hybrid,Scenario 1 (30 Mbps),Wijdemeren,83110.7459
Small Cells,Scenario 1 (30 Mbps),Wijdemeren,82539.65186
Spectrum Integration,Scenario 1 (30 Mbps),Wijdemeren,-1877.993697
Hybrid,Scenario 2 (100 Mbps),Wijdemeren,79098.39872
Small Cells,Scenario 2 (100 Mbps),Wijdemeren,78488.02684
Spectrum Integration,Scenario 2 (100 Mbps),Wijdemeren,-11381.18642
Hybrid,Scenario 3 (300 Mbps),Wijdemeren,51834.19713
Small Cells,Scenario 3 (300 Mbps),Wijdemeren,51223.82525
Spectrum Integration,Scenario 3 (300 Mbps),Wijdemeren,-38645.38802
Hybrid,Scenario 1 (30 Mbps),Wijk bij Duurstede,35950.76831
Small Cells,Scenario 1 (30 Mbps),Wijk bij Duurstede,35405.57487
Spectrum Integration,Scenario 1 (30 Mbps),Wijk bij Duurstede,-2723.882859
Hybrid,Scenario 2 (100 Mbps),Wijk bij Duurstede,44890.27886
Small Cells,Scenario 2 (100 Mbps),Wijk bij Duurstede,44196.51274
Spectrum Integration,Scenario 2 (100 Mbps),Wijk bij Duurstede,-14554.09238
Hybrid,Scenario 3 (300 Mbps),Wijk bij Duurstede,27549.83342
Small Cells,Scenario 3 (300 Mbps),Wijk bij Duurstede,27313.73947
Spectrum Integration,Scenario 3 (300 Mbps),Wijk bij Duurstede,-48779.18438
Hybrid,Scenario 1 (30 Mbps),Winsum,-1214.44812
Small Cells,Scenario 1 (30 Mbps),Winsum,-1595.98044
Spectrum Integration,Scenario 1 (30 Mbps),Winsum,-1214.44812
Hybrid,Scenario 2 (100 Mbps),Winsum,-7390.99248
Small Cells,Scenario 2 (100 Mbps),Winsum,-7772.5248
Spectrum Integration,Scenario 2 (100 Mbps),Winsum,-7390.99248
Hybrid,Scenario 3 (300 Mbps),Winsum,-25038.26208
Small Cells,Scenario 3 (300 Mbps),Winsum,-25419.7944
Spectrum Integration,Scenario 3 (300 Mbps),Winsum,-25038.26208
Hybrid,Scenario 1 (30 Mbps),Winterswijk,23723.62184
Small Cells,Scenario 1 (30 Mbps),Winterswijk,23142.00055
Spectrum Integration,Scenario 1 (30 Mbps),Winterswijk,-1582.014108
Hybrid,Scenario 2 (100 Mbps),Winterswijk,151130.5731
Small Cells,Scenario 2 (100 Mbps),Winterswijk,149839.5277
Spectrum Integration,Scenario 2 (100 Mbps),Winterswijk,-15560.11441
Hybrid,Scenario 3 (300 Mbps),Winterswijk,127810.3039
Small Cells,Scenario 3 (300 Mbps),Winterswijk,126694.5857
Spectrum Integration,Scenario 3 (300 Mbps),Winterswijk,-58366.53361
Hybrid,Scenario 1 (30 Mbps),Woensdrecht,53256.89271
Small Cells,Scenario 1 (30 Mbps),Woensdrecht,52850.87943
Spectrum Integration,Scenario 1 (30 Mbps),Woensdrecht,-1174.097817
Hybrid,Scenario 2 (100 Mbps),Woensdrecht,99861.59803
Small Cells,Scenario 2 (100 Mbps),Woensdrecht,99062.80639
Spectrum Integration,Scenario 2 (100 Mbps),Woensdrecht,-9477.847857
Hybrid,Scenario 3 (300 Mbps),Woensdrecht,75014.37404
Small Cells,Scenario 3 (300 Mbps),Woensdrecht,74215.5824
Spectrum Integration,Scenario 3 (300 Mbps),Woensdrecht,-34325.07186
Hybrid,Scenario 1 (30 Mbps),Woerden,50529.31586
Small Cells,Scenario 1 (30 Mbps),Woerden,49532.14501
Spectrum Integration,Scenario 1 (30 Mbps),Woerden,-3543.576045
Hybrid,Scenario 2 (100 Mbps),Woerden,91286.64966
Small Cells,Scenario 2 (100 Mbps),Woerden,90395.35587
Spectrum Integration,Scenario 2 (100 Mbps),Woerden,-22502.58615
Hybrid,Scenario 3 (300 Mbps),Woerden,70031.91903
Small Cells,Scenario 3 (300 Mbps),Woerden,69436.63212
Spectrum Integration,Scenario 3 (300 Mbps),Woerden,-77825.12535
Hybrid,Scenario 1 (30 Mbps),Wormerland,-1667.22294
Small Cells,Scenario 1 (30 Mbps),Wormerland,-1943.51454
Spectrum Integration,Scenario 1 (30 Mbps),Wormerland,-1667.22294
Hybrid,Scenario 2 (100 Mbps),Wormerland,-7978.1652
Small Cells,Scenario 2 (100 Mbps),Wormerland,-8254.4568
Spectrum Integration,Scenario 2 (100 Mbps),Wormerland,-7978.1652
Hybrid,Scenario 3 (300 Mbps),Wormerland,-26009.4288
Small Cells,Scenario 3 (300 Mbps),Wormerland,-26285.7204
Spectrum Integration,Scenario 3 (300 Mbps),Wormerland,-26009.4288
Hybrid,Scenario 1 (30 Mbps),Woudenberg,43139.04373
Small Cells,Scenario 1 (30 Mbps),Woudenberg,42877.19149
Spectrum Integration,Scenario 1 (30 Mbps),Woudenberg,-787.72056
Hybrid,Scenario 2 (100 Mbps),Woudenberg,39047.84053
Small Cells,Scenario 2 (100 Mbps),Woudenberg,38785.98829
Spectrum Integration,Scenario 2 (100 Mbps),Woudenberg,-4878.92376
Hybrid,Scenario 3 (300 Mbps),Woudenberg,27358.68853
Small Cells,Scenario 3 (300 Mbps),Woudenberg,27096.83629
Spectrum Integration,Scenario 3 (300 Mbps),Woudenberg,-16568.07576
Hybrid,Scenario 1 (30 Mbps),Woudrichem,25565.88498
Small Cells,Scenario 1 (30 Mbps),Woudrichem,25255.22006
Spectrum Integration,Scenario 1 (30 Mbps),Woudrichem,-1291.511667
Hybrid,Scenario 2 (100 Mbps),Woudrichem,52041.36598
Small Cells,Scenario 2 (100 Mbps),Woudrichem,51491.61859
Spectrum Integration,Scenario 2 (100 Mbps),Woudrichem,-8238.568707
Hybrid,Scenario 3 (300 Mbps),Woudrichem,37137.7543
Small Cells,Scenario 3 (300 Mbps),Woudrichem,36740.5643
Spectrum Integration,Scenario 3 (300 Mbps),Woudrichem,-28770.39591
Hybrid,Scenario 1 (30 Mbps),Zaanstad,-12441.44841
Small Cells,Scenario 1 (30 Mbps),Zaanstad,-15823.04536
Spectrum Integration,Scenario 1 (30 Mbps),Zaanstad,-16380.53325
Hybrid,Scenario 2 (100 Mbps),Zaanstad,-80152.28307
Small Cells,Scenario 2 (100 Mbps),Zaanstad,-83533.88002
Spectrum Integration,Scenario 2 (100 Mbps),Zaanstad,-84091.36791
Hybrid,Scenario 3 (300 Mbps),Zaanstad,-270839.7045
Small Cells,Scenario 3 (300 Mbps),Zaanstad,-274146.1613
Spectrum Integration,Scenario 3 (300 Mbps),Zaanstad,-277550.8955
Hybrid,Scenario 1 (30 Mbps),Zaltbommel,63341.66817
Small Cells,Scenario 1 (30 Mbps),Zaltbommel,62695.88059
Spectrum Integration,Scenario 1 (30 Mbps),Zaltbommel,-2548.478262
Hybrid,Scenario 2 (100 Mbps),Zaltbommel,87010.25919
Small Cells,Scenario 2 (100 Mbps),Zaltbommel,86143.86982
Spectrum Integration,Scenario 2 (100 Mbps),Zaltbommel,-15423.11989
Hybrid,Scenario 3 (300 Mbps),Zaltbommel,61405.05082
Small Cells,Scenario 3 (300 Mbps),Zaltbommel,60814.17554
Spectrum Integration,Scenario 3 (300 Mbps),Zaltbommel,-52951.89349
Hybrid,Scenario 1 (30 Mbps),Zandvoort,19233.00434
Small Cells,Scenario 1 (30 Mbps),Zandvoort,18847.05691
Spectrum Integration,Scenario 1 (30 Mbps),Zandvoort,-2133.546768
Hybrid,Scenario 2 (100 Mbps),Zandvoort,10933.72454
Small Cells,Scenario 2 (100 Mbps),Zandvoort,10547.77711
Spectrum Integration,Scenario 2 (100 Mbps),Zandvoort,-10432.82657
Hybrid,Scenario 3 (300 Mbps),Zandvoort,662.0112111
Small Cells,Scenario 3 (300 Mbps),Zandvoort,640.3799391
Spectrum Integration,Scenario 3 (300 Mbps),Zandvoort,-34145.05457
Hybrid,Scenario 1 (30 Mbps),Zederik,22986.93205
Small Cells,Scenario 1 (30 Mbps),Zederik,22829.6784
Spectrum Integration,Scenario 1 (30 Mbps),Zederik,-170.112165
Hybrid,Scenario 2 (100 Mbps),Zederik,87628.87834
Small Cells,Scenario 2 (100 Mbps),Zederik,86978.09014
Spectrum Integration,Scenario 2 (100 Mbps),Zederik,-4521.833697
Hybrid,Scenario 3 (300 Mbps),Zederik,73785.28954
Small Cells,Scenario 3 (300 Mbps),Zederik,73134.50134
Spectrum Integration,Scenario 3 (300 Mbps),Zederik,-18365.4225
Hybrid,Scenario 1 (30 Mbps),Zeewolde,8711.64913
Small Cells,Scenario 1 (30 Mbps),Zeewolde,8209.808854
Spectrum Integration,Scenario 1 (30 Mbps),Zeewolde,-2.084004
Hybrid,Scenario 2 (100 Mbps),Zeewolde,295362.9138
Small Cells,Scenario 2 (100 Mbps),Zeewolde,293180.1477
Spectrum Integration,Scenario 2 (100 Mbps),Zeewolde,-15645.46071
Hybrid,Scenario 3 (300 Mbps),Zeewolde,266456.478
Small Cells,Scenario 3 (300 Mbps),Zeewolde,264305.5896
Spectrum Integration,Scenario 3 (300 Mbps),Zeewolde,-66486.21831
Hybrid,Scenario 1 (30 Mbps),Zeist,47541.90069
Small Cells,Scenario 1 (30 Mbps),Zeist,46024.02936
Spectrum Integration,Scenario 1 (30 Mbps),Zeist,-5456.69535
Hybrid,Scenario 2 (100 Mbps),Zeist,32229.68169
Small Cells,Scenario 2 (100 Mbps),Zeist,31737.85487
Spectrum Integration,Scenario 2 (100 Mbps),Zeist,-31368.33432
Hybrid,Scenario 3 (300 Mbps),Zeist,13988.52889
Small Cells,Scenario 3 (300 Mbps),Zeist,13715.29177
Spectrum Integration,Scenario 3 (300 Mbps),Zeist,-105486.9751
Hybrid,Scenario 1 (30 Mbps),Zevenaar,37746.82849
Small Cells,Scenario 1 (30 Mbps),Zevenaar,37003.9016
Spectrum Integration,Scenario 1 (30 Mbps),Zevenaar,-2718.315786
Hybrid,Scenario 2 (100 Mbps),Zevenaar,54220.76727
Small Cells,Scenario 2 (100 Mbps),Zevenaar,53654.36949
Spectrum Integration,Scenario 2 (100 Mbps),Zevenaar,-16471.07455
Hybrid,Scenario 3 (300 Mbps),Zevenaar,37107.37719
Small Cells,Scenario 3 (300 Mbps),Zevenaar,36693.5368
Spectrum Integration,Scenario 3 (300 Mbps),Zevenaar,-56323.34335
Hybrid,Scenario 1 (30 Mbps),Zoetermeer,33480.73581
Small Cells,Scenario 1 (30 Mbps),Zoetermeer,30704.44135
Spectrum Integration,Scenario 1 (30 Mbps),Zoetermeer,-11281.59193
Hybrid,Scenario 2 (100 Mbps),Zoetermeer,6632.228465
Small Cells,Scenario 2 (100 Mbps),Zoetermeer,6368.099249
Spectrum Integration,Scenario 2 (100 Mbps),Zoetermeer,-64608.56185
Hybrid,Scenario 3 (300 Mbps),Zoetermeer,7.72E-12
Small Cells,Scenario 3 (300 Mbps),Zoetermeer,0
Spectrum Integration,Scenario 3 (300 Mbps),Zoetermeer,-216971.3331
Hybrid,Scenario 1 (30 Mbps),Zoeterwoude,23313.35222
Small Cells,Scenario 1 (30 Mbps),Zoeterwoude,23113.26295
Spectrum Integration,Scenario 1 (30 Mbps),Zoeterwoude,-798.621654
Hybrid,Scenario 2 (100 Mbps),Zoeterwoude,22829.52872
Small Cells,Scenario 2 (100 Mbps),Zoeterwoude,22606.38507
Spectrum Integration,Scenario 2 (100 Mbps),Zoeterwoude,-4505.332752
Hybrid,Scenario 3 (300 Mbps),Zoeterwoude,15197.17172
Small Cells,Scenario 3 (300 Mbps),Zoeterwoude,15055.99921
Spectrum Integration,Scenario 3 (300 Mbps),Zoeterwoude,-15161.80555
Hybrid,Scenario 1 (30 Mbps),Zuidhorn,-1056.35235
Small Cells,Scenario 1 (30 Mbps),Zuidhorn,-1525.28445
Spectrum Integration,Scenario 1 (30 Mbps),Zuidhorn,-1056.35235
Hybrid,Scenario 2 (100 Mbps),Zuidhorn,-7629.76815
Small Cells,Scenario 2 (100 Mbps),Zuidhorn,-8098.70025
Spectrum Integration,Scenario 2 (100 Mbps),Zuidhorn,-7629.76815
Hybrid,Scenario 3 (300 Mbps),Zuidhorn,-26410.95615
Small Cells,Scenario 3 (300 Mbps),Zuidhorn,-26879.88825
Spectrum Integration,Scenario 3 (300 Mbps),Zuidhorn,-26410.95615
Hybrid,Scenario 1 (30 Mbps),Zuidplas,62911.86533
Small Cells,Scenario 1 (30 Mbps),Zuidplas,61763.22689
Spectrum Integration,Scenario 1 (30 Mbps),Zuidplas,-4888.140417
Hybrid,Scenario 2 (100 Mbps),Zuidplas,50136.62265
Small Cells,Scenario 2 (100 Mbps),Zuidplas,49349.50051
Spectrum Integration,Scenario 2 (100 Mbps),Zuidplas,-26374.60472
Hybrid,Scenario 3 (300 Mbps),Zuidplas,25239.23266
Small Cells,Scenario 3 (300 Mbps),Zuidplas,24943.93733
Spectrum Integration,Scenario 3 (300 Mbps),Zuidplas,-87879.16472
Hybrid,Scenario 1 (30 Mbps),Zundert,59645.17088
Small Cells,Scenario 1 (30 Mbps),Zundert,59207.84918
